CompanyName,Website,Industry,Sub-Industry,MarketSegment,AI_Functional_Category,CompanyDescription,LatestFundingDate,LatestFundingAmount,LatestFundingRound,CompanyTotalFunding,CompanyInvestors,CompanyExitDate,CompanyLatestValuation,CompanyFoundedYear,CompanyDataAdded,CompanyStatus,CompanyCompetitors,CompanyMarketCap,LocationContinent,LocationCountry,LocationState,LocationCity,LocationAddress,Notes
Terray Therapeutics,terraytx.com,unknown,unknown,unknown,Small molecule discovery - generative chemistry,"Terray Therapeutics is a biotechnology company that focuses on the discovery and development of small molecule therapeutics. The company offers a platform that integrates ultra-high throughput experimentation with generative AI to improve drug discovery processes. Terray Therapeutics primarily serves the pharmaceutical and biotechnology sectors, using its platform to work with companies on various therapeutic targets. It was founded in 2018 and is based in Monrovia, California.",10/17/24,120,Series B - II,200,unknown,unknown,233.07,2018,12/30/24,Alive / Active,"Verge Genomics, Atomwise, Recursion, BenevolentAI, Numerate, NuMedii, Certara, BioLizard",0,North America,United States,California,Monrovia,750 Royal Oaks Drive Suite 100,unknown
Superluminal Medicines,superluminalrx.com,unknown,unknown,unknown,Small molecule discovery - generative chemistry,"Superluminal Medicines is a generative biology and chemistry company focused on drug discovery and development. The company leverages machine learning, deep biology and chemistry expertise, and proprietary big data infrastructure to create candidate-ready compounds for therapeutic use. Superluminal Medicines primarily serves the pharmaceutical industry with its innovative drug discovery platform and pipeline of small molecule therapeutics. It was founded in 2022 and is based in Boston, Massachusetts.",9/4/24,120,Series A,153,unknown,unknown,197.83,2022,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Waltham,303 Wyman Street Suite 300,unknown
Iktos,iktos.ai,unknown,unknown,unknown,Small molecule discovery - generative chemistry,"Iktos is an innovative company specializing in artificial intelligence solutions for medicinal chemistry and new drug design within the pharmaceutical industry. The company offers a technology platform that enhances productivity in drug discovery by providing AI-driven software for chemical research, including ligand and structure-based de novo drug design, synthesis planning, and multi-parametric optimization of lead compounds. Iktos primarily serves the pharmaceutical, biotech companies, and research institutes. It was founded in 2016 and is based in Paris, France.",3/9/23,16.37,Series A,16.37,unknown,unknown,0,2016,12/30/24,Alive / Active,"BioMap, Exscientia, Pending.AI",0,Europe,France,unknown,Paris,65 rue de Prony,unknown
Kimia Therapeutics,kimiatx.com,unknown,unknown,unknown,Small molecule discovery - generative chemistry,"Kimia Therapeutics focuses on the application of machine learning and chemistry in the pharmaceutical industry. The company's main service is the development of novel drugs through its ATLAS technology, which combines active learning with automated synthesis and screening to identify therapeutic targets and corresponding drug molecules. This technology also generates a map of the relationship between chemical structure and protein function, aiding in the design of new drugs. It was founded in 2023 and is based in Berkeley, California.",12/19/23,55,Series A,55,unknown,1/5/23,0,2023,12/30/24,Alive / Active,unknown,0,North America,United States,California,Berkeley,740 Heinz Avenue,unknown
Harmonic Discovery,harmonicdiscovery.com,unknown,unknown,unknown,Small molecule discovery - generative chemistry,"Harmonic Discovery focuses on drug discovery and pharmacology, leveraging machine learning to develop advanced therapeutics. The company's main offerings include a computational-experimental platform for designing multi-specific drugs that target multiple disease-causing proteins, aiming to improve efficacy and safety. Harmonic Discovery primarily serves the biotechnology and pharmaceutical industries with its innovative drug design approach. It was founded in 2021 and is based in New York, New York.",7/12/23,0,Incubator/Accelerator - II,8,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,North America,United States,New York,New York,"101 6th avenue, 3rd Floor",unknown
Prescience Insilico,prescience.in,unknown,unknown,unknown,Small molecule discovery - generative chemistry,"Prescience Insilico is a deep tech company focused on accelerating drug and materials discovery using artificial intelligence and machine learning within the pharmaceutical and materials science sectors. The company offers AI-driven software for drug discovery, consulting services for scientific research innovation, and digital tools for enhancing research collaboration and data management. Its solutions are tailored to support the integration of physics-informed machine learning models and multiscale computational chemistry for various industries. It was founded in 2019 and is based in Bengaluru, India.",unknown,0,unknown,0,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Asia,India,unknown,Bengaluru,"HAL Old Airport Road, Marathahalli 5th Floor, Novel MSR Building",unknown
Enveda,enveda.com,unknown,unknown,unknown,Small molecule discovery - other,"Enveda focuses on the discovery of new drugs from medicinal plants within the pharmaceutical industry. The company leverages a platform that combines machine learning, metabolomics, and robotics to explore nature's chemical diversity and accelerate the drug discovery process. It serves the healthcare sector. Enveda was formerly known as Enveda Therapeutics. It was founded in 2019 and is based in Boulder, Colorado.",11/21/24,130,Series C,365.5,unknown,unknown,0,2019,12/30/24,Alive / Active,"Brightseed, Biomia, Montai Health, Recursion, Pangea Botanica",0,North America,United States,Colorado,Boulder,5700 Flatiron Parkway,unknown
Synnocare,synnocare.com,unknown,unknown,unknown,Small molecule discovery - other,"Synnocare develops drugs for unmet clinical needs and targets. It focuses on malignancies, autoimmune diseases, central nervous system disorders, and other fields, integrating AI and multi-omics technology into the whole process of new drug development from target discovery to drug molecule design and clinical trial design. The company was founded in 2021 and is based in Shanghai, China.",11/3/22,0,Seed VC,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Asia,China,Shanghai,Shanghai,"Room 309-311, Building B, Cangxin Industrial Park No. 1369 Kangqiao East Road, Pudong New Area",unknown
Yoda Pharmaceuticals,yodapharma.com,unknown,unknown,unknown,Small molecule discovery - other,"Yoda Pharmaceuticals is a biotechnology company focused on developing novel drugs for neuropsychological and neurological diseases. The company utilizes artificial intelligence in drug discovery, combined with the clinical expertise of its founding team of psychiatrists and scientists. It was founded in 2019 and is based in Taipei, Taiwan.",unknown,0,unknown,0,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Asia,Taiwan,unknown,Taipei,unknown,unknown
Vionelix Pharmaceuticals,vionelix.com,unknown,unknown,unknown,Small molecule discovery - other,"Vionelix Pharmaceuticals is a biotech company focused on developing antiviral therapies using its RAPTOR-AI platform. The company offers drug discovery services to create direct acting antiviral drugs resistant to viral mutations, targeting diseases such as hepatitis B, influenza, smallpox, and COVID-19. Vionelix Pharmaceuticals serves the healthcare and pharmaceutical sectors with its drug development services. It was founded in 2021 and is based in Raleigh, North Carolina.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,North America,United States,North Carolina,Raleigh,555 Fayetteville St 201,unknown
DevsHealth,devshealth.com,unknown,unknown,unknown,Small molecule discovery - other,"Devshealth is a DeepTech company that focuses on drug development within the healthcare sector. Their main offerings include a platform that uses AI, real-world data, and molecular modeling to develop new anti-infective treatments. The company's business model and technology aim to address the time, risk, and cost associated with traditional drug development methods. It was founded in 2021 and is based in La Garriga, Spain.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,Spain,unknown,unknown,unknown,unknown
Saverna Therapeutics,saverna.com,unknown,unknown,unknown,Small molecule discovery - other,"Saverna Therapeutics is a pharmaceutical company focused on developing small molecule drugs that target non-coding RNA within the healthcare sector. The company specializes in discovering and developing orally active compounds using a platform that combines Artificial Intelligence and Nuclear Magnetic Resonance to expedite drug discovery for diseases with unmet medical needs. Saverna Therapeutics primarily serves the pharmaceutical industry with innovative approaches to treating conditions related to inflammation, cancer, and infection. It is based in Allschwil, Switzerland.",3/19/19,0,Grant,0,unknown,unknown,0,unknown,12/30/24,Alive / Active,unknown,0,Europe,Switzerland,unknown,Allschwil,Gewerbestrasse 24,unknown
Nora AI,noraai.io,unknown,unknown,unknown,Small molecule discovery - other,"Nora AI focuses on the artificial intelligence and antiviral drug discovery, operating in the healthcare and technology sectors. The company's main service is an AI-enabled platform that aids in the antiviral drugs by focusing on host cells directly targeting viruses, providing viral mutations and efficacy against various viral strains. Nora AI primarily serves the healthcare industry. It was founded in 2023 and is based in Tallinn, Estonia.",1/16/24,0.07,Angel,0.07,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,Europe,Estonia,unknown,Tallinn,unknown,unknown
Supercede Therapeutics,supercedetherapeutics.com,unknown,unknown,unknown,Small molecule discovery - other,"Supercede Therapeutics focuses on the development of novel therapeutics in the biotechnology sector. The company leverages bioinformatics, including artificial intelligence to enhance the efficiency of drug discovery and develop targeted treatments for various diseases. Supercede Therapeutics primarily serves the healthcare and pharmaceutical industries with its innovative drug development strategies. It was founded in 2023 and is based in Belmont, California.",6/1/24,0,Seed VC,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,North America,United States,California,Belmont,unknown,unknown
Pangea Bio,pangeabio.com,unknown,unknown,unknown,Small molecule discovery - other,"Pangea Bio is a biotechnology company focused on drug discovery and development in the neurological and neuropsychiatric disease domain. They leverage artificial intelligence to identify and develop nature-inspired small-molecule therapeutics for central nervous system disorders. The company's research and development efforts prioritize the exploration of nature's vast chemical space to address the unmet medical needs in CNS diseases. It was founded in 2021 and is based in Kent, England.",4/16/24,0.07,Seed,0.17,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,Kent,"One Suffolk Way 1st Floor, Sevenoaks",unknown
ERSTEQ,ersteq.com,unknown,unknown,unknown,Small molecule discovery - other,"ERSTEQ is a company specializing in drug discovery, utilizing a combination of structural analysis and experimental verification to develop precision drugs. They offer a platform that integrates artificial intelligence with biological research to enhance the speed and accuracy of progressing from initial drug discovery to clinical candidates. ERSTEQ primarily focuses on creating therapeutics for cancer and neurodegenerative diseases. It was founded in 2021 and is based in South Korea.",11/17/22,0,Seed VC,0.1,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,unknown,unknown,unknown
Genome Biologics,genomebiologics.com,unknown,unknown,unknown,Small molecule discovery - other,"Genome Biologics focuses on the development of therapies for cardiovascular and cardiometabolic diseases within the biotechnology sector. The company offers a range of therapeutic solutions, employing strategies such as cellular metabolic modulation and cardiac regeneration reactivation, and utilizes AI-driven big data analysis for precision preclinical organoid and in vivo disease models. Genome Biologics primarily serves the healthcare and pharmaceutical industries with its innovative drug discovery and development technologies. It was founded in 2016 and is based in Kronberg/Taunus, Germany.",12/10/20,0,Incubator/Accelerator,0,unknown,unknown,0,2016,12/30/24,Alive / Active,unknown,0,Europe,Germany,unknown,Kronberg/Taunus,Danziger Weg 17,unknown
Evolvere BioSciences,evolverebiosciences.com,unknown,unknown,unknown,Small molecule discovery - other,"Evolvere BioSciences specializes in the development of antibiotics within the biotechnology and pharmaceutical sectors. The company leverages artificial intelligence and co-evolutionary protein-protein interaction datasets to create antibiotics designed to outpace bacterial evolution and resist the development of drug resistance. Evolvere BioSciences' products aim to precisely target pathogenic bacteria, minimizing harm to beneficial microbes and human cells. It was founded in 2021 and is based in Oxford, United Kingdom.",8/28/24,0.5,Convertible Note,0.5,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,Oxford,Old Road Campus Innovation Building,unknown
Signet Therapeutics,signettx.com,unknown,unknown,unknown,Small molecule discovery - other,"Signet Therapeutics is a preclinical-stage biopharmaceutical company that focuses on the development of targeted cancer drugs. The company leverages organoid disease models and artificial intelligence to optimize small-molecule compounds for cancer treatment. Signet Therapeutics primarily serves the biopharmaceutical industry with its drug development platform. It was founded in 2020 and is based in Shenzhen, China.",8/29/23,0,Seed,0,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,Asia,China,Guangdong,Shenzhen,"No. 2 Hongliu Road, Futian District Room A601, Phase II, International Biopharmaceutical Industrial Park",unknown
Blacksand Therapeutics,blacksandtherapeutics.com,unknown,unknown,unknown,Small molecule discovery - other,"Blacksand Therapeutics operates in the healthcare domain, with a specific focus on mental health. The company involves the use of a multifactorial artificial intelligence (AI) approach to discover and develop new precision therapeutics for the treatment of mental health disorders. It was founded in 2021 and is based in London, United Kingdom.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,London,10 Royal Mint Place,unknown
NatInLab,natinlab.com,unknown,unknown,unknown,Small molecule discovery - other,"NatInLab is a biopharmaceutical company that focuses on developing protease inhibitor therapeutics. It offers AI-powered medicinal chemistry to create new medicines for neurodegenerative diseases and cancer based on an understanding of proteolytic pathways and regulatory mechanisms. The company primarily serves the healthcare sector, with a focus on disease treatment and drug discovery. It was founded in 2022 and is based in Amsterdam, Netherlands.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,Europe,Netherlands,unknown,Amsterdam,Science Park,unknown
Mizar Therapeutics,mizartx.com,unknown,unknown,unknown,Small molecule discovery - other,"Mizar Therapeutics is a therapeutics company. It focuses on the discovery of targeted cancer therapies within the biotechnology sector. The company offers a proprietary technology that combines live-cell super-resolution imaging and AI-based data analysis to identify new cancer treatment compounds. Mizar Therapeutics primarily serves the biopharmaceutical industry, with a focus on developing therapies that modulate protein and nucleic acid condensates often associated with cancer. It was founded in 2022 and is based in Woods Hole, Massachusetts.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Woods Hole,"7 M B L St, Lillie 220",unknown
QGenetics,m.qgenetics.co.kr,unknown,unknown,unknown,Small molecule discovery - other,"QGenetics focuses on the development of drugs for metabolic diseases such as osteoporosis, fractures, and sarcopenia. The company offers a range of products including an osteoporosis and fracture treatment drug candidate, a virus-targeting drug discovery platform, and a dementia treatment drug candidate, utilizing big data and artificial intelligence in their research and development processes. It primarily serves the healthcare sector with its advanced therapeutic solutions. The company was founded in 2016 and is based in Seoul, South Korea.",5/23/24,0,Incubator/Accelerator,0,unknown,unknown,0,2016,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,Seoul,"26 Kyunghee-daero, Dongdaemun-gu Room 504, Seoul Bio Industry-Academia Collaboration Center, Kyunghee University",unknown
Orogen,orogentx.com,unknown,unknown,unknown,Small molecule discovery - other,"Orogen focuses on artificial technology (AI)-enabled small molecule discovery within the biotechnology sector. The company specializes in identifying and developing small molecule therapeutics using artificial intelligence.  It is based in Woburn, Massachusetts.",1/1/23,0,Seed VC,0,unknown,unknown,0,unknown,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Woburn,12 Gill Street Suite 4200,unknown
Gaowei Medicine,unknown,unknown,unknown,unknown,Small molecule discovery - other,"Gaowei Medicine researches, develops, and commercializes drug development solutions using artificial intelligence (AI). It offers drug design technologies with a focus on neurodegenerative diseases and tumors. The company was founded in 2022 and is based in Hangzhou, China.",7/20/23,0,Seed VC,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,Asia,China,Zhejiang ,Hangzhou,"No. 1390, Cangxing Street, Cangqian Street Room 501-3, Building 4",unknown
NeuCures,neucures.com,unknown,unknown,unknown,Small molecule discovery - other,"NeuCures is a company focused on developing AI-driven solutions and small molecule therapeutics for the cardiovascular sector. Its main offerings include AI/ML-driven cardiovascular solutions for Cardiac Electrophysiology and pioneering small-molecule therapeutics aimed at improving the treatment of heart-failure patients. The company primarily sells to the healthcare industry, particularly in areas related to cardiology and cardiac treatment. It is based in Marina del Rey, California.",11/9/18,0.49,Private Equity,0.49,unknown,unknown,3.09,unknown,12/30/24,Alive / Active,unknown,0,North America,United States,California,Marina del Rey,4 Yawl Street,unknown
Barrier Biosciences,barrier.bio,unknown,unknown,unknown,Small molecule discovery - other,"Barrier Biosciences focuses on reimagining drug discovery through the use of AI and spatial biology within the biotechnology sector. The company develops new medicines designed to cross and modulate biological barriers, leveraging advanced computer vision and AI software. It was founded in 2022 and is based in Los Angeles, California.",1/1/22,0,Seed VC,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,North America,United States,California,Los Angeles,1927 Paseo Rancho Castilla,unknown
ETTA Biotechnology,ettabiotechnology.com,unknown,unknown,unknown,Small molecule discovery - other,"ETTA Biotechnology focuses on longevity medicine and leverages artificial intelligence (AI) to operate in the biotechnology sector. The company offers a platform that develops novel molecules for aging therapeutics, focusing on safety, effectiveness, and accessibility. ETTA Biotechnology's main product is an AI platform, SenoSmart, which identifies small molecules targeting senescent cells, aiming to extend human lifespan and treat chronic diseases. It was founded in 2020 and is based in Palo Alto, California.",unknown,0,unknown,0,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,North America,United States,California,Palo Alto,unknown,unknown
Almai,alphama.com.cn,unknown,unknown,unknown,Small molecule discovery - other,"Alma focuses on drug development driven by big data and artificial intelligence. The company was founded in 2018 and is based in Suzhou, China.",9/2/22,0,Seed VC,0,unknown,unknown,0,2018,12/30/24,Alive / Active,unknown,0,Asia,China,Jiangsu,Suzhou,"Room 301, 3rd Floor, Building A, No. 108, Yuxin Road, Suzhou Industrial Park, Suzhou Area",unknown
Oncocross,oncocross.com,unknown,unknown,unknown,Drug repurposing,"Oncocross is an AI biotech company focused on drug development within the pharmaceutical industry. The company utilizes a transcriptomic database to develop treatments for intractable and rare diseases in oncology and non-oncology spaces. Oncocross serves pharmaceutical companies by identifying indications for new chemical entities, repurposing clinical stage failed compounds, and screening combination drugs. It was founded in 2015 and is based in Seoul, South Korea.",11/13/23,10.95,Unattributed VC,30.52,unknown,12/18/24,0,2015,12/30/24,IPO / Went public,"Atomwise, BenevolentAI",0,Asia,South Korea,unknown,Seoul,"11, Saechang-ro, Mapo-gu 16th floor",unknown
SOM Biotech,sombiotech.com,unknown,unknown,unknown,Drug repurposing,"SOM Biotech is a clinical-stage biopharmaceutical company that focuses on the discovery and development of therapies for orphan diseases using artificial intelligence technology. The company provides drug repurposing services to identify new therapeutic indications for existing drugs. SOM Biotech primarily targets the healthcare sector, with a focus on neurodegenerative diseases and collaborations with research centers and pharmaceutical companies. It was founded in 2009 and is based in Barcelona, Spain.",12/27/23,4.1,Bridge,32.88,unknown,unknown,6.5,2009,12/30/24,Alive / Active,"Delta 4, Galactica Biotech",0,Europe,Spain,unknown,Barcelona,"Baldiri i Reixac, 4",unknown
Signia Therapeutics,signiatherapeutics.com,unknown,unknown,unknown,Drug repurposing,"Signia Therapeutics is a biotechnology company focused on the development of novel treatments for respiratory infections and pathologies. The company offers a technology platform that integrates transcriptomic analysis, artificial intelligence, and physiological models to screen and validate drug candidates. Signia Therapeutics primarily serves the biopharmaceutical industry, offering collaboration opportunities for the development of new drug indications and discovery acceleration. It was founded in 2017 and is based in Villeurbanne, France.",11/16/21,1.47,Corporate Minority,4.16,unknown,unknown,0,2017,12/30/24,Alive / Active,unknown,0,Europe,France,unknown,Villeurbanne,L’Atrium – 43 boulevard du 11 novembre 1918,unknown
Delta 4,delta4.ai,unknown,unknown,unknown,Drug repurposing,"Delta4 is a biotech company focused on AI-powered drug discovery for complex and rare diseases. The company offers a platform called Hyper-C, which uses artificial intelligence to discover new indications for drugs with known safety profiles by analyzing drug models against disease profiles. Delta4 primarily serves the biotechnology and pharmaceutical industries by providing innovative solutions for drug indication expansion and streamlining the drug development process. It was founded in 2019 and is based in Vienna, Austria.",4/7/21,0,Series A,0,unknown,unknown,0,2019,12/30/24,Alive / Active,"Healx, SOM Biotech, Recursion",0,Europe,Austria,unknown,Vienna,Gersthofer Strasse 29-31,unknown
Precision BioPharma,pb-pharma.com,unknown,unknown,unknown,Drug repurposing,"Precision Biopharma is a drug development company that operates in the healthcare sector. The company focuses on drug discovery and development, utilizing artificial intelligence, genomics, and knowledge of clinical trials and regulatory affairs. Precision Biopharma engages in antiviral drug discovery, drug repurposing, and the development of both early and late-stage drug assets. It was founded in 2020 and is based in Belmont, California.",unknown,0,unknown,0,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,North America,United States,California,Belmont,640 Masonic Way Ms#150,unknown
BioComputing,bcb.eus,unknown,unknown,unknown,Drug repurposing,"Bilbao Computational Biophysics is a division of the Donostia International Physics Center that offers computational biophysics services across various biological and industrial sectors. The company uses machine learning models for drug repurposing and mutation pathogenicity prediction, alongside energetic analyses such as molecular docking, binding pocket searches, mutation stability calculations, and protein folding simulations. They also offer data treatment and bioinformatics services to support laboratory experiments. It was founded in 2021 and is based in LEIOA, Spain.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,Spain,unknown,Leioa,Barrios Sarriena S/n,unknown
Repurpose.ai,repurpose.ai,unknown,unknown,unknown,Drug repurposing,"Repurpose.ai, now rebranded as Model Medicines, is a company focused on disease agnostic drug discovery within the pharmaceutical industry. The company leverages artificial intelligence and machine learning to create novel drug-target combinations and facilitate the drug development process. It was founded in 2019 and is based in La Jolla, California.",unknown,0,unknown,0,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,North America,United States,California,La Jolla,1268 Prospect St,unknown
Bloomsbury Pharma,unknown,unknown,unknown,unknown,Drug repurposing,"Bloomsbury Pharma uses artificial intelligence (AI) and big data to identify new indications for existing drugs. It aims to reduce the time, cost, and risk of drug discovery. The company was founded in 2020 and is based in Tel Aviv, Israel.",1/1/20,0,Incubator/Accelerator,0,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,Asia,Israel,unknown,Tel Aviv,unknown,unknown
Insiliance,insiliance.com,unknown,unknown,unknown,Drug repurposing,"Insiliance provides AI-based software for drug repositioning. Artificial Intelligence can match, analyze, and simulate various health data. The platform optimizes the selection of drug candidates to reposition. The platform provides pre-clinical phase selections of drug candidates to be repositioned to treat CNS pathologies and disorders.",unknown,0,unknown,0,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Europe,France,unknown,Paris,"2, rue Paul Fort",unknown
Qubit Pharmaceuticals,qubit-pharmaceuticals.com,unknown,unknown,unknown,Platforms - quantum computing and AI,"Qubit Pharmaceuticals specializes in the application of quantum physics to the field of drug discovery and design within the biotech and pharma industries. The company offers a suite of proprietary technologies that enable the development of novel drug candidates and innovative modes of action for complex targets that were previously considered intractable. Qubit Pharmaceuticals primarily serves sectors such as oncology, inflammation, and pandemic response, focusing on the development of treatments for life-threatening diseases. It was founded in 2020 and is based in Paris, France.",9/26/23,0,Biz Plan Competition - II,19.01,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,Europe,France,unknown,Paris,"29, rue du Faubourg Saint Jacques29, rue du Faubourg Saint Jacques",unknown
POLARISqb,polarisqb.com,unknown,unknown,unknown,Platforms - quantum computing and AI,"POLARISqb is a company that focuses on revolutionizing drug design through the use of quantum computing, artificial intelligence, and machine learning in the biotech industry. The company offers a quantum-empowered Software as a Service (SaaS) for drug discovery, which significantly accelerates the process of finding novel drug leads and optimizes chemical libraries in a fraction of the usual time. POLARISqb primarily serves the pharmaceutical and biotech industries. It was founded in 2020 and is based in Durham, North Carolina.",10/13/23,0,Grant,2.1,unknown,unknown,0,2020,12/30/24,Alive / Active,"Insilico Medicine, Atomwise, Schrodinger",0,North America,United States,North Carolina,Durham,212 W Main St Suite 200 PMB 205,unknown
QC Ware,qcware.com,unknown,unknown,unknown,Platforms - quantum computing and AI,"QC Ware develops quantum computing software. It focuses on enterprise solutions within the quantum technology sector. Its offerings include a molecular discovery platform that facilitates pharmaceutical, chemical, and material discovery through quantum chemistry calculations. QC Ware also offers a quantum machine learning library for data scientists and quantum developers and organizes events to connect the quantum technology ecosystem. QC Ware was formerly known as Aerovar, Inc. It was founded in 2014 and is based in Palo Alto, California.",4/14/22,1.5,Grant - IV,34.26,unknown,unknown,187.32,2014,12/30/24,Alive / Active,"Pasqal, Kuano, Phasecraft, Zapata AI, Molecular Quantum Solutions, Algorithmiq, Classiq, IonQ, Quantastica, JoS Quantum, Schrodinger, OpenEye Scientific, Gaussian, CreativeQuantum, IBM Research",0,North America,United States,California,Palo Alto,195 Page Mill Road Suite 113,unknown
Molecular Quantum Solutions,mqs.dk,unknown,unknown,unknown,Platforms - quantum computing and AI,"Molecular Quantum Solutions focuses on advancing biopharmaceutical and chemistry research and development through a high-performance computing infrastructure and specialized algorithms. The company provides tools for molecular property prediction, leveraging quantum computing and machine learning to enhance precision and speed in research. Molecular Quantum Solutions primarily serves sectors such as the biopharmaceutical industry, chemical industry, and research institutions focused on material and drug discovery. It was founded in 2019 and is based in Søborg, Denmark.",6/27/23,0.66,Pre-Seed,0.66,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Europe,Denmark,unknown,Søborg,Maskinvej 5 c/o Alfa Laval Innovation House,unknown
Blue Raven AI,blueravenai.com,unknown,unknown,unknown,Platforms - quantum computing and AI,"Blue Raven AI focuses on advancing artificial intelligence technology within various formal domains such as drug discovery, robotics, and quantum computing. It enhances generative AI foundational model architectures through credible output generation, continuous self-learning, and solution exploration. It was founded in 2024 and is based in Singapore.",unknown,0,unknown,0,unknown,unknown,0,2024,12/30/24,Alive / Active,unknown,0,Asia,Singapore,unknown,Singapore,unknown,unknown
SandboxAQ,sandboxaq.com,unknown,unknown,unknown,Platforms - quantum computing and AI,"SandboxAQ integrates AI and quantum technology to provide computing solutions across various industries. The company offers products and services that include AI simulation, cryptography management for cybersecurity, and AI sensing for global organizations. SandboxAQ primarily serves sectors such as financial services, life sciences, telecommunications, and the public sector. It was founded in 2021 and is based in Palo Alto, California.",12/18/24,300,Series B,800.23,unknown,3/22/22,5600,2021,12/30/24,Alive / Active,"Multiverse Computing, QpiAI, BosonQ Psi, PQShield, Qrypt, Quantinuum, QSimulate, Photonic, Qunova Computing, QC Ware, Quantastica, Quacoon",0,North America,United States,California,Palo Alto,780 High Street,unknown
Algorithmiq,algorithmiq.fi,unknown,unknown,unknown,Platforms - quantum computing and AI,"Algorithmiq focuses on revolutionizing life sciences through the potential of quantum computing within the life sciences and technology sectors. The company specializes in developing algorithms that address complex problems in life sciences, particularly for molecular structure prediction, drug discovery, and drug design, utilizing quantum computing. Algorithmiq's solutions are aimed at enhancing the capabilities of near-term quantum computers to tackle challenges in the life sciences field. It was founded in 2020 and is based in Helsinki, Finland.",6/2/23,15,Series A,19,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,Europe,Finland,unknown,Helsinki,Kanavakatu 3C K 329,unknown
Terra Quantum,terraquantum.swiss,unknown,unknown,unknown,Platforms - quantum computing and AI,"Terra Quantum operates in the quantum computing and security sectors. The company provides services including quantum algorithm design, access to quantum computing resources, and solutions for quantum-secure communications. Terra Quantum serves industries such as energy, automotive, financial services, and life sciences & health care. It was founded in 2019 and is based in Saint Gallen, Switzerland.",9/4/24,0,Biz Plan Competition,85.82,unknown,unknown,54.1,2019,12/30/24,Alive / Active,"Multiverse Computing, PsiQuantum, Quantinuum, AWS, WebRTC, IBM Research",0,Europe,Switzerland,unknown,St. Gallen,Kornhausstrasse 25,unknown
NVIDIA,nvidia.com,unknown,unknown,unknown,unknown,"NVIDIA is involved in accelerated computing and artificial intelligence, focusing on computing, graphics processing units, and artificial-intelligence (AI) platforms across industries. The company's offerings include graphics processing unit (GPUs) for gaming and professional markets, AI enterprise software, and platforms for deep learning and computing. NVIDIA's technology plays a role in the development of autonomous vehicles, robotics, and the creation of digital twins, as well as supporting generative AI and data analytics. It was founded in 1993 and is based in Santa Clara, California.",unknown,0,unknown,12.6,unknown,unknown,0,1993,12/29/24,IPO / Went public,"Helical, HITS, Horizon Robotics, Arm, D-Matrix, Brain-CA Technologies, Monolith, iAbra, NXP Semiconductors, TYZX, Nebius Group, Mellanox Technologies, Apple, Sony, Intel, Qualcomm, Samsung, Synopsys, Cadence, Lenovo, Texas Instruments, Amazon Web Services, Xilinx, Huawei, Advanced Micro Devices, Broadcom, Microchip Technology, Viridien, PC Partner Group, VentureOne, Crucial, Ambient Scientific, Supercomputing Systems",3355374.78,unknown,United States,California,Santa Clara,2788 San Tomas Expressway,Developing their own AI model internally
